Name,starRating,Komment,reviews.createTime,review_clean,sentiment,rating_num,YearMonth,text_len,word_count
Christian Penner,FIVE,"völlig unkomplizierter Wechsel des Anbieters, Preis ok",2023-05-30 00:00:00.000,vllig unkomplizierter wechsel des anbieters preis ok,pos,5,2023-05,52,7
Gerstl,FIVE,"war sehr einfach und wirklich günstiger,einenWechsel kann ich nur empfehlen",2023-05-30 00:00:00.000,war sehr einfach und wirklich gnstigereinenwechsel kann ich nur empfehlen,pos,5,2023-05,73,10
GG,ONE,"Schlechtes Kundenservice.
Auf E-mails wird nicht reagiert.
Am Telefon keine Antwort erhalten, bzw ein Rückruf eines Wissenenden versprochen.
Auf den Rückruf warte ich nun seit 4 Wochen.
Darüberhinaus, wird fleißig geDUtst, als wäre man Freunde. 
Soll wohl die Hemmschwelle zum schlechten Service und Beschwerden nehmen.",2023-05-30 00:00:00.000,"schlechtes kundenservice
auf emails wird nicht reagiert
am telefon keine antwort erhalten bzw ein rckruf eines wissenenden versprochen
auf den rckruf warte ich nun seit 4 wochen
darberhinaus wird fleiig gedutst als wre man freunde 
soll wohl die hemmschwelle zum schlechten service und beschwerden nehmen",neg,1,2023-05,304,45
JR,ONE,"Lieferantenverhältnis wurde nicht an den Netzbetreiber übermittelt, sodass dieser den Strom abgeschalten hat.",2023-05-30 00:00:00.000,lieferantenverhltnis wurde nicht an den netzbetreiber bermittelt sodass dieser den strom abgeschalten hat,neg,1,2023-05,105,13
Kunde TT,FIVE,"Abwicklung über Internet-Portal problemlos, schnelle und ausreichende Information über den Stand des Wechsel-Prozesses. Auch für nicht-Profis auf diesem Metier empfehlenswert und problemlos. Alles klappt bestens.",2023-05-28 00:00:00.000,abwicklung ber internetportal problemlos schnelle und ausreichende information ber den stand des wechselprozesses auch fr nichtprofis auf diesem metier empfehlenswert und problemlos alles klappt bestens,pos,5,2023-05,202,25
Michaela,FIVE,"Erhielt Kündigung meines Gasliefervertrages 20.4.23 mit Wirkung 30.6.23. Am 24.4.23 Vetragswechsel zu Max Energy. Lieferung erfolgte umgehend ab 12.5.23.
Gute telefonische Erreichbarkeit.
Einziger Nachteil: Netzdienstleistungen werden weiterhin von NÖ Netz erbracht, deshalb zusätzliche Rechnung per Erlagschein.",2023-05-28 00:00:00.000,"erhielt kndigung meines gasliefervertrages 20423 mit wirkung 30623 am 24423 vetragswechsel zu max energy lieferung erfolgte umgehend ab 12523
gute telefonische erreichbarkeit
einziger nachteil netzdienstleistungen werden weiterhin von n netz erbracht deshalb zustzliche rechnung per erlagschein",pos,5,2023-05,294,36
Manuela Sommer,FIVE,Völlig reibungsloser Ablauf!,2023-05-27 00:00:00.000,vllig reibungsloser ablauf,pos,5,2023-05,26,3
rudolfo uomo di barzelleta,FIVE,"Der wechsel von meinem alten anbieter zu maxenergy war unkomplizert und einfach ,ich war vollauf zufrieden.",2023-05-27 00:00:00.000,der wechsel von meinem alten anbieter zu maxenergy war unkomplizert und einfach ich war vollauf zufrieden,pos,5,2023-05,105,16
Krendl Susanne,FIVE,Gute Zusammenarbeit und Kommunikation. Schnelle Abwicklung,2023-05-27 00:00:00.000,gute zusammenarbeit und kommunikation schnelle abwicklung,pos,5,2023-05,57,6
Elfriede,FIVE,Sehr übersichtliche Homepage der Online-Wechsel war einfach und unkompliziert.,2023-05-27 00:00:00.000,sehr bersichtliche homepage der onlinewechsel war einfach und unkompliziert,pos,5,2023-05,75,9
Eva Berger,FIVE,"Der Wechselprozess von meinem alten Anbieter hin zu MAXENERGY war super einfach und komplikationsfrei. MAXENERGY hat mich während des Prozesses über jeden Zwischenschritt informiert. Das habe ich sehr geschätzt: Man weiß, was passiert und vor allem dass etwas passiert.",2023-05-26 00:00:00.000,der wechselprozess von meinem alten anbieter hin zu maxenergy war super einfach und komplikationsfrei maxenergy hat mich whrend des prozesses ber jeden zwischenschritt informiert das habe ich sehr geschtzt man wei was passiert und vor allem dass etwas passiert,pos,5,2023-05,260,39
Daniel Schwarz,FIVE,Kein Aufwand nach der Beauftragung des Wechsels.,2023-05-26 00:00:00.000,kein aufwand nach der beauftragung des wechsels,pos,5,2023-05,47,7
Petra Harter,FOUR,"Der Umstieg war problemlos. Einige Probleme bei der Online Anmeldung gab es schon. War etwas verwirrend, hat sich jedoch aufgeklärt.",2023-05-26 00:00:00.000,der umstieg war problemlos einige probleme bei der online anmeldung gab es schon war etwas verwirrend hat sich jedoch aufgeklrt,pos,4,2023-05,127,20
Jasmin,ONE,"Die Anmeldung bzw. der Wechsel hat über 2 Wochen gedauert. Ich habe fast jeden Tag angerufen und jeden Tag wurde mir das selbe gesagt ""wir leiten Ihr Mail weiter"" - Habe mich schon verarscht gefühlt. Das warn nervenraubende 2 Wochen, hatte schon Angst dass mir der Strom abgedreht wird, aber gott sei dank hat es einen Tag vor Strom Abschaltung plötzlich geklappt.",2023-05-26 00:00:00.000,die anmeldung bzw der wechsel hat ber 2 wochen gedauert ich habe fast jeden tag angerufen und jeden tag wurde mir das selbe gesagt wir leiten ihr mail weiter  habe mich schon verarscht gefhlt das warn nervenraubende 2 wochen hatte schon angst dass mir der strom abgedreht wird aber gott sei dank hat es einen tag vor strom abschaltung pltzlich geklappt,neg,1,2023-05,352,61
ernst treitler,FIVE,Alles in Ordnung 👍 Hilfe seitens Telefon 😎,2023-05-26 00:00:00.000,alles in ordnung  hilfe seitens telefon ,pos,5,2023-05,40,6
Kurt,FIVE,"Der Wechsel war völlig unkompliziert und reibungslos, man hats gar nicht gemerkt. Fein, weiter so!",2023-05-26 00:00:00.000,der wechsel war vllig unkompliziert und reibungslos man hats gar nicht gemerkt fein weiter so,pos,5,2023-05,93,15
Mair Thomas,ONE,"Ich versuche seit „Wochen“ einen Anbieterwechsel durchzuführen. Beim ersten Mal, Anfang April, informierte ich mich nach ca. 3 Wochen nach dem Wechselstatus. Telefonisch wurde mir mitgeteilt dass meine, mir bei der Anmeldung vom System zugewiesene Vertragsnummer (G498691) , nicht in der EDV aufscheint. Nach Rücksprache mit einer ihrer Mitarbeiterin (sie vermutete dass ich das Bestätigungmail nicht abgeschlossen hätte)  meldete ich mich erneut an. Daraufhin bekam ich !! Neun!! Antwortmails mit je einer anderen Vertragsnummer. Bei einem weiteren Telefonat mit einer ihrer Mitarbeiterin empfahl sie mir nur ein E-Mail zu bestätigen und die anderen zu löschen. Diesen Vorschlag habe ich befolgt, mich neu angemeldet, die Anmeldung in dem im Anschluss zugesandten E-Mail bestätigt. Ich bekam die Vertragsnummer G504288 zugewiesen.
Tagsdarauf bekam ich ein Mail dass der Vertrag mit der Nummer (G498691) nicht zustande kommen wird! Dies ist die Vertragsnummer zu der mir am Vortag mitgeteilt wurde dass sie nicht im System aufscheint.
Am 11.05.2023 bekam ich ein wieder einmal ein E-Mail mit einer Erinnerung zur Bestätigung eines Vertrages (G504314). Da mein abgeschlossener Vertrag eine andere Nummer hat bestätigte dies auch nicht.
Gestern, 14.05.2023, erhielt ich wieder einmal ein Mail dass ich den Vertrag (G504314) noch immer nicht bestätigt hätte. 
Heute versuchte ich über eine Stunde telefonisch mit ihrer Firma Kontakt aufzunehmen. Jedes Mal wenn ich die DW Taste 2 drückte (Fragen zum Wechselstatus) flog ich unverzüglich aus der Leitung.
Schön langsam ist meine Geduld zu Ende. Konnte ich dann doch eine Mitarbeiterin telefonisch erreichen erhielt ich jedes mal (mitlerweile führte ich 6 Telefonate) nur die Antwort dass sie sich vorstellen können wie es zu diesem Problem kommt und sie nicht wissen wie ich weiter vorgehen soll.",2023-05-26 00:00:00.000,"ich versuche seit wochen einen anbieterwechsel durchzufhren beim ersten mal anfang april informierte ich mich nach ca 3 wochen nach dem wechselstatus telefonisch wurde mir mitgeteilt dass meine mir bei der anmeldung vom system zugewiesene vertragsnummer g498691  nicht in der edv aufscheint nach rcksprache mit einer ihrer mitarbeiterin sie vermutete dass ich das besttigungmail nicht abgeschlossen htte  meldete ich mich erneut an daraufhin bekam ich  neun antwortmails mit je einer anderen vertragsnummer bei einem weiteren telefonat mit einer ihrer mitarbeiterin empfahl sie mir nur ein email zu besttigen und die anderen zu lschen diesen vorschlag habe ich befolgt mich neu angemeldet die anmeldung in dem im anschluss zugesandten email besttigt ich bekam die vertragsnummer g504288 zugewiesen
tagsdarauf bekam ich ein mail dass der vertrag mit der nummer g498691 nicht zustande kommen wird dies ist die vertragsnummer zu der mir am vortag mitgeteilt wurde dass sie nicht im system aufscheint
am 11052023 bekam ich ein wieder einmal ein email mit einer erinnerung zur besttigung eines vertrages g504314 da mein abgeschlossener vertrag eine andere nummer hat besttigte dies auch nicht
gestern 14052023 erhielt ich wieder einmal ein mail dass ich den vertrag g504314 noch immer nicht besttigt htte 
heute versuchte ich ber eine stunde telefonisch mit ihrer firma kontakt aufzunehmen jedes mal wenn ich die dw taste 2 drckte fragen zum wechselstatus flog ich unverzglich aus der leitung
schn langsam ist meine geduld zu ende konnte ich dann doch eine mitarbeiterin telefonisch erreichen erhielt ich jedes mal mitlerweile fhrte ich 6 telefonate nur die antwort dass sie sich vorstellen knnen wie es zu diesem problem kommt und sie nicht wissen wie ich weiter vorgehen soll",neg,1,2023-05,1772,273
Stefan Pany,FIVE,Einfacher und unkomplizierter Wechsel - bis jetzt alles top!,2023-05-26 00:00:00.000,einfacher und unkomplizierter wechsel  bis jetzt alles top,pos,5,2023-05,58,8
Berndt,TWO,Die Angestellten von Maxenergy lesen offenbar die eigenen Formular nicht bezüglich Wechsel von einem anderen Gasanbieter - trotz Pflichtfelder und korrekten Angaben seitens des neuen Kunden. Dadurch zahle ich jetzt unnötig viel mehr an den alten Anbieter. Bei Intervention und Fragen dazu entweder keine oder völlig unbrauchbare Antworten - die Mehrkosten und den Ärger damit hat dann der Neukunde...,2023-05-25 00:00:00.000,die angestellten von maxenergy lesen offenbar die eigenen formular nicht bezglich wechsel von einem anderen gasanbieter  trotz pflichtfelder und korrekten angaben seitens des neuen kunden dadurch zahle ich jetzt unntig viel mehr an den alten anbieter bei intervention und fragen dazu entweder keine oder vllig unbrauchbare antworten  die mehrkosten und den rger damit hat dann der neukunde,neg,2,2023-05,389,57
Christian Knoll,ONE,"Mails werden nicht gelesen, und beantwortet, wenn dann werden Anweisungen falsch ausgefüht, telefonisch wird nur auf Mails verwiesen, die dann wiederum nicht gelesen werden, oder nicht umgesetzt werden.",2023-05-25 00:00:00.000,mails werden nicht gelesen und beantwortet wenn dann werden anweisungen falsch ausgefht telefonisch wird nur auf mails verwiesen die dann wiederum nicht gelesen werden oder nicht umgesetzt werden,neg,1,2023-05,195,28
walter geyer,FIVE,Unkomplizierter Anbieterwechsel,2023-05-24 00:00:00.000,unkomplizierter anbieterwechsel,pos,5,2023-05,31,2
Dulli,FOUR,"Preisvergleich ging schnell und gut, wichtige Infos zu Netzbetreiberkosten etc. fehlen, aber ob ich die bei EVN oder wo anders zahle ist unterm Strich dann ""Wurst"". Ummeldung war tricky da es nicht der Standardprozess war - aber auch das wurde von Maxenergy gemeistert. Es stimmt dass die Antworten und tel. Erreichbarkeit schwierig sind, man darf nicht ungeduldig sein, sie melden sich schon rechtzeitig. Unterm Strich wird gespart und ich konnte alles von Daheim aus erledigen. Somit voller Erfolg",2023-05-24 00:00:00.000,preisvergleich ging schnell und gut wichtige infos zu netzbetreiberkosten etc fehlen aber ob ich die bei evn oder wo anders zahle ist unterm strich dann wurst ummeldung war tricky da es nicht der standardprozess war  aber auch das wurde von maxenergy gemeistert es stimmt dass die antworten und tel erreichbarkeit schwierig sind man darf nicht ungeduldig sein sie melden sich schon rechtzeitig unterm strich wird gespart und ich konnte alles von daheim aus erledigen somit voller erfolg,pos,4,2023-05,486,77
David Koppensteiner,FOUR,"Grundsätzlich alles sehr einfach, nur hat sich der Wechsel um ca. 1,5 Monat verzögert.",2023-05-24 00:00:00.000,grundstzlich alles sehr einfach nur hat sich der wechsel um ca 15 monat verzgert,pos,4,2023-05,80,14
Helga Nitsche,FIVE,"und schnell, die extra  Netzkosten waren nicht genau ersichtlich angegeben, Punkte von Payback gab es nicht, da die Anmeldung über Payback nicht funktionierte, somit fiel ich um € 95.- um, dieser Minuspunkt geht aber an Payback, ich werde MAXENERGY weiterempfehlen",,und schnell die extra  netzkosten waren nicht genau ersichtlich angegeben punkte von payback gab es nicht da die anmeldung ber payback nicht funktionierte somit fiel ich um  95 um dieser minuspunkt geht aber an payback ich werde maxenergy weiterempfehlen,pos,5,,254,39
Julia,THREE,"Der Wechsel hat grundsätzlich problemlos online funktioniert, auch der Kundenservice ist sehr freundlich.

Leider sind die Netzbetreiberkosten (in unserem Fall aktuell 16€ pro Monat zusätzlich) bei MAXENERGY nicht inkludiert und das war meines Erachtens vor bzw. bei Vertragsabschluss nicht deutlich sichtbar. Auf das sollte seitens MAXENERGY meines Erachtens schon deutlich hingewiesen werden, ich hätte das vorher schon gerne gewusst um noch besser vergleichen zu können.",2023-05-24 00:00:00.000,"der wechsel hat grundstzlich problemlos online funktioniert auch der kundenservice ist sehr freundlich

leider sind die netzbetreiberkosten in unserem fall aktuell 16 pro monat zustzlich bei maxenergy nicht inkludiert und das war meines erachtens vor bzw bei vertragsabschluss nicht deutlich sichtbar auf das sollte seitens maxenergy meines erachtens schon deutlich hingewiesen werden ich htte das vorher schon gerne gewusst um noch besser vergleichen zu knnen",neu,3,2023-05,460,65
Mag. EMINGER Thomas,FIVE,Sehr einfach und unkompliziert,2023-05-24 00:00:00.000,sehr einfach und unkompliziert,pos,5,2023-05,30,4
Ericaner Gomanner,FOUR,Der Wechsel war wirklich problemlos und hat schnell zur Umsetzung (inkl. Kündigung beim Vorgänger) geführt. Zwei kleine Verbesserungspunkte sehe ich aber: Die Kosten der Netzbereitstellung als zusätzliche monatliche Belastung (durch die EVN) sind nicht klar genug erwähnt - auch wenn es dann in Summe immernoch eine Ersparnis ist. Außerdem ist die Freundschaftswerbung über diese fremde Website zu kompliziert und wurde somit nicht als Prämie wirksam. Ich habe trotzdem mehreren Verwandten und Bekannten empfohlen zu wechseln.,2023-05-23 00:00:00.000,der wechsel war wirklich problemlos und hat schnell zur umsetzung inkl kndigung beim vorgnger gefhrt zwei kleine verbesserungspunkte sehe ich aber die kosten der netzbereitstellung als zustzliche monatliche belastung durch die evn sind nicht klar genug erwhnt  auch wenn es dann in summe immernoch eine ersparnis ist auerdem ist die freundschaftswerbung ber diese fremde website zu kompliziert und wurde somit nicht als prmie wirksam ich habe trotzdem mehreren verwandten und bekannten empfohlen zu wechseln,pos,4,2023-05,507,74
Madelaine Duchon,FIVE,Wechsel über Durchblicker zu max hat wunderbar geklappt.  Alles schnell erledigt. Max auch sofort gemeldet und Konto angelegt. Wechseln von evn schon erledigt.  Waren auch telefonisch schnell erreichbar.,2023-05-23 00:00:00.000,wechsel ber durchblicker zu max hat wunderbar geklappt  alles schnell erledigt max auch sofort gemeldet und konto angelegt wechseln von evn schon erledigt  waren auch telefonisch schnell erreichbar,pos,5,2023-05,197,28
Jörg,ONE,trotz mehrfacher Anrufe und E-Mails wird mir keine Auskunft über die Gründe der Verweigerung der Überweisung meines Guthabens in beträchtlicher Höhe gegeben. Werde nun den Rechtsweg gehen müssen. Ich bin sehr enttäuscht über die gezeigte unseriöse Arbeitsweise.,2023-05-23 00:00:00.000,trotz mehrfacher anrufe und emails wird mir keine auskunft ber die grnde der verweigerung der berweisung meines guthabens in betrchtlicher hhe gegeben werde nun den rechtsweg gehen mssen ich bin sehr enttuscht ber die gezeigte unserise arbeitsweise,neg,1,2023-05,248,37
Geri Baumi,FIVE,War alles super und bedanke mich für denn schnellen Abwicklung,2023-05-23 00:00:00.000,war alles super und bedanke mich fr denn schnellen abwicklung,pos,5,2023-05,61,10
barbara glock,FIVE,"ging alles schnell und problemlos. sehr transparent aufbereitet. 
auch servicehotline sehr nett",2023-05-23 00:00:00.000,"ging alles schnell und problemlos sehr transparent aufbereitet 
auch servicehotline sehr nett",pos,5,2023-05,93,12
Roland V,ONE,"Einfach nur schlecht!
Kundenservice 0
Telefonsupport 0
Emailbearbeitungen 0
Einzig die Reaktion auf schlechte Bewertungen ist Top - dafür den einen Stern!",2023-05-22 00:00:00.000,"einfach nur schlecht
kundenservice 0
telefonsupport 0
emailbearbeitungen 0
einzig die reaktion auf schlechte bewertungen ist top  dafr den einen stern",neg,1,2023-05,150,21
S.D,ONE,"Seit mehreren Wochen werden meine Mails einfach ignoriert. Tarif wurde trotz meiner Mail am nächsten Tag nach Bestellung mit dem Kombitarif einige Zeit später bestätigt, obwohl der nicht möglich ist. Am Telefon hört man immer nur, dass ist ein Fehler, es wird umgehen korrigiert. Aber bis jetzt nichts passiert! 
Schön das viel los ist, aber dass Nachrichten und telefonische Anfragen mehrere Wochen nicht bearbeitet werden bzw einfach ignoriert werden ist letztklassig!! Nie wieder.


Ergänzung zur Antwort des Betreibers: es wurde nicht nur 1 einzige Mail ignoriert. 
Es wurden bis dato ALLE Mails und auch alle Anrufe ignoriert. Keinerlei Antwort. Und wenn einem am Telefonat zugesagt wird es wird aufgrund des enormen Aufwandes ca 1-2 Wochen dauern und jetzt sind es bereits 3-4 Wochen dann stimmt da was anderes nicht.  Zusätzlich wurde mir am Telefon mehrmals gesagt, dass bereits sämtliche Mails von mir als erledigt aufscheinen und nicht als offen. Also hat jemand meine Mails auf erledigt gesetzt und dann absichtlich nicht bearbeitet. Und das ist was ganz anderes als mit der Arbeit nicht nach kommen. Denn wenn man mit der Bearbeitung nicht nachkommt, müssten meine Mails als unbearbeitet aufscheinen und nicht als bearbeitet!!!!! Einzige Schlussfolgerung EMails werden absichtlich nicht beantwortet.

UPDATE zur Ergänzung. Innerhalb kürzester Zeit nach der Ergänzung meiner negativen Bewertung wurde der Tarif endlich umgestellt. Immerhin reagiert man sehr rasch auf öffentliche negative Bewertungen.",,"seit mehreren wochen werden meine mails einfach ignoriert tarif wurde trotz meiner mail am nchsten tag nach bestellung mit dem kombitarif einige zeit spter besttigt obwohl der nicht mglich ist am telefon hrt man immer nur dass ist ein fehler es wird umgehen korrigiert aber bis jetzt nichts passiert 
schn das viel los ist aber dass nachrichten und telefonische anfragen mehrere wochen nicht bearbeitet werden bzw einfach ignoriert werden ist letztklassig nie wieder


ergnzung zur antwort des betreibers es wurde nicht nur 1 einzige mail ignoriert 
es wurden bis dato alle mails und auch alle anrufe ignoriert keinerlei antwort und wenn einem am telefonat zugesagt wird es wird aufgrund des enormen aufwandes ca 12 wochen dauern und jetzt sind es bereits 34 wochen dann stimmt da was anderes nicht  zustzlich wurde mir am telefon mehrmals gesagt dass bereits smtliche mails von mir als erledigt aufscheinen und nicht als offen also hat jemand meine mails auf erledigt gesetzt und dann absichtlich nicht bearbeitet und das ist was ganz anderes als mit der arbeit nicht nach kommen denn wenn man mit der bearbeitung nicht nachkommt mssten meine mails als unbearbeitet aufscheinen und nicht als bearbeitet einzige schlussfolgerung emails werden absichtlich nicht beantwortet

update zur ergnzung innerhalb krzester zeit nach der ergnzung meiner negativen bewertung wurde der tarif endlich umgestellt immerhin reagiert man sehr rasch auf ffentliche negative bewertungen",neg,1,,1466,226
Jasemin D.,THREE,"Maxenergy ist noch unerfahren, was Kundenservice angeht. Man merkt das schon. Angebot ist gut gewesen aber dann immer so wirre Zusendungen und man weiß nie, ob es dann besser oder schlechter wird. Erreichbarkeit ist medium aber OK und bisher zumindest immer korrekte Abrechnung.

Im April mal was gebraucht. Mitarbeiter freundlich aber wenig erfahren und hat dann gedauert. Lösung war OK aber nicht supertoll",2023-05-21 00:00:00.000,"maxenergy ist noch unerfahren was kundenservice angeht man merkt das schon angebot ist gut gewesen aber dann immer so wirre zusendungen und man wei nie ob es dann besser oder schlechter wird erreichbarkeit ist medium aber ok und bisher zumindest immer korrekte abrechnung

im april mal was gebraucht mitarbeiter freundlich aber wenig erfahren und hat dann gedauert lsung war ok aber nicht supertoll",neu,3,2023-05,398,63
R. Pruckner,ONE,"Offenbar hat MaxEnergy viel zu wenig Personal! Auf der Homepage steht, dass ein Wechsel bis zu 2 Wochen dauern kann. Die Zeit ist nun fast um, und noch ist kaum etwas passiert. Telefonisch ist niemand erreichbar, und meine E-Mails werden erst nach 10 Werktagen bearbeitet, laut automatischer Antwort.

Der Kundenservice ist mangelhaft! 

Ob ich bald im Finsteren sitze, oder ob der Prozess doch noch funktioniert hat und wie lange das schlussendlich gedauert hat, das werde ich an dieser Stelle ergänzen. S503104

Update 31.5.: MAXENERGY schickt zwar sehr schnell die Unterlagen an den Netzbetreiber, aber dann passiert nichts mehr. Stauts: ""in Bearbeitung"" seit fast 4 Wochen. Wird morgen Strom fließen? Es bleibt spannend! Per E-Mail ist niemand erreichbar, ich warte seit 14 Tagen auf eine Antwort. Telefonisch spricht man mit netten Deutschen, die einem in der Sache aber leider nicht weiterhelfen können. Angeblich warten sie jetzt seit 7.Mai auf eine Bestätigung des Netzbetreibers. Der Netzbetreiber hat diese aber schon vor Wochen geschickt, sogar zusätzlich an mich. Ich soll mich jetzt morgen überraschen lassen, ob MAXENERGY Strom liefert oder nicht, und halt nochmal anrufen, wenn nicht...",,"offenbar hat maxenergy viel zu wenig personal auf der homepage steht dass ein wechsel bis zu 2 wochen dauern kann die zeit ist nun fast um und noch ist kaum etwas passiert telefonisch ist niemand erreichbar und meine emails werden erst nach 10 werktagen bearbeitet laut automatischer antwort

der kundenservice ist mangelhaft 

ob ich bald im finsteren sitze oder ob der prozess doch noch funktioniert hat und wie lange das schlussendlich gedauert hat das werde ich an dieser stelle ergnzen s503104

update 315 maxenergy schickt zwar sehr schnell die unterlagen an den netzbetreiber aber dann passiert nichts mehr stauts in bearbeitung seit fast 4 wochen wird morgen strom flieen es bleibt spannend per email ist niemand erreichbar ich warte seit 14 tagen auf eine antwort telefonisch spricht man mit netten deutschen die einem in der sache aber leider nicht weiterhelfen knnen angeblich warten sie jetzt seit 7mai auf eine besttigung des netzbetreibers der netzbetreiber hat diese aber schon vor wochen geschickt sogar zustzlich an mich ich soll mich jetzt morgen berraschen lassen ob maxenergy strom liefert oder nicht und halt nochmal anrufen wenn nicht",neg,1,,1156,184
Heidi Engelhart,FIVE,"Alles reibungslos! Zugang sofort da und Onlineplattform ist neu und übersichtlich. Sofortige Bestätigungsmails und Kontaktaufnahme. Ich hatte keine Probleme bisher und der KWH Preis ist sehr fair und günstig, dafür verzichte ich gerne auf Wechselrabatte!",2023-05-16 00:00:00.000,alles reibungslos zugang sofort da und onlineplattform ist neu und bersichtlich sofortige besttigungsmails und kontaktaufnahme ich hatte keine probleme bisher und der kwh preis ist sehr fair und gnstig dafr verzichte ich gerne auf wechselrabatte,pos,5,2023-05,245,35
Bernhard Grüneis,ONE,"Es ist nicht möglich online die richtige Adresse ein zu geben die Mitarbeiter sind geschult im ablehnen von kunden,haben keine einsicht auf status der Energie lieferung ich versuche seit einer woche täglich 5stunden per Telefon E-Mail usw die Lieferung zu bekommen es ist nicht möglich 
Warte seit 7 tagen das maxenergy die anfrage des Netz betreibers bestätigt!!!",2023-05-12 00:00:00.000,"es ist nicht mglich online die richtige adresse ein zu geben die mitarbeiter sind geschult im ablehnen von kundenhaben keine einsicht auf status der energie lieferung ich versuche seit einer woche tglich 5stunden per telefon email usw die lieferung zu bekommen es ist nicht mglich 
warte seit 7 tagen das maxenergy die anfrage des netz betreibers besttigt",neg,1,2023-05,355,57
walt,TWO,"Kundenportal ist nicht mehr erreichbar

update 11.05.: Es ist noch immer nicht möglich in das Kundenportal einzusteigen. Weil es für meine mail-Adresse ist plötzlich keinen Zugang zum Portal gibt.",,"kundenportal ist nicht mehr erreichbar

update 1105 es ist noch immer nicht mglich in das kundenportal einzusteigen weil es fr meine mailadresse ist pltzlich keinen zugang zum portal gibt",neg,2,,187,29
Eva Gregor,ONE,"Ich warte seit 2 Monaten auf die Durchführung des zugesagten Produktwechsels, bekomme keine Antwort auf Mails.... Anrufe sind sinnlos, da man nach endloser Wartezeit nur von Servicemitarbeitern vertöstet wird",2023-05-08 00:00:00.000,ich warte seit 2 monaten auf die durchfhrung des zugesagten produktwechsels bekomme keine antwort auf mails anrufe sind sinnlos da man nach endloser wartezeit nur von servicemitarbeitern vertstet wird,neg,1,2023-05,200,29
Dawoon Jung,ONE,"Ich hab pünktlich um 8uhr angerufen, es hat 20min gedauert, bis ich mit einer Mitarbeiterin sprechen konnte. Ich wollte meinen Vertrag wieder aktivieren, den ich gekündigt habe. Die Dame sagte, sie kann mir nicht helfen, und ihre Arbeitskollegin wird mich zurückrufen. Aber es dauert 1-2wochen!!! Eine Rückruf dauert 1-2woche?! Laut von ihr ist es so, weil es viel los ist. Prima!",2023-05-02 00:00:00.000,ich hab pnktlich um 8uhr angerufen es hat 20min gedauert bis ich mit einer mitarbeiterin sprechen konnte ich wollte meinen vertrag wieder aktivieren den ich gekndigt habe die dame sagte sie kann mir nicht helfen und ihre arbeitskollegin wird mich zurckrufen aber es dauert 12wochen eine rckruf dauert 12woche laut von ihr ist es so weil es viel los ist prima,neg,1,2023-05,358,61
Samuel,ONE,"Erst durfte ich 2 Wochen auf die Aktivierung warten, nach vielen malen anrufen, in der 2. Woche, wurde ich immer abgewunken mit der Aussage: Sie geben es der entsprechenden Abteilung weiter. 
Dann hab ich 9:50 ne E-mail versendet dass der Vertrag storniert werden soll, statt darauf zu reagieren bekomm ich 5h später die Bestätigung dass ich bald meinen Strom bekomm. 

Kundenzufriedenheit ist bei denen ganz weit unten angereit.",2023-04-27 00:00:00.000,"erst durfte ich 2 wochen auf die aktivierung warten nach vielen malen anrufen in der 2 woche wurde ich immer abgewunken mit der aussage sie geben es der entsprechenden abteilung weiter 
dann hab ich 950 ne email versendet dass der vertrag storniert werden soll statt darauf zu reagieren bekomm ich 5h spter die besttigung dass ich bald meinen strom bekomm 

kundenzufriedenheit ist bei denen ganz weit unten angereit",neg,1,2023-04,416,68
Susanne Pischtiak,FIVE,Einfach und problemlos!,2023-04-24 00:00:00.000,einfach und problemlos,pos,5,2023-04,22,3
Dragan Petrovic,FIVE,Ich Petrovic Dragan möchte bewerten die Frau Weidmann sie ist sehr freundlich hilfsbereit und teamfähig und eine liebe Frau ich habe gerade mit sie geredet ihn Telefon,2023-04-24 00:00:00.000,ich petrovic dragan mchte bewerten die frau weidmann sie ist sehr freundlich hilfsbereit und teamfhig und eine liebe frau ich habe gerade mit sie geredet ihn telefon,pos,5,2023-04,165,27
